link,text,date,is-retweet,external-link,quoted-post,pictures,videos,gifs,name,username,profile_id,avatar,comments,retweets,quotes,likes
https://twitter.com/md_wallach/status/1711431317592641796#m,"This soft bigotry and embrace of rage ignores practicality (Palestine cannot, in fact defeat Israel militarily.   The entire Arab world tried a few times and they aren’t showing up this time).  The only result of this is death.  Israeli and Palestinian death.","Oct 9, 2023 · 5:19 PM UTC",False,,{},[],[],[],"Tom Wallach, MD",@md_wallach,1654268025409773568,https://pbs.twimg.com/profile_images/1654268025409773568/HaHGiX6u_bigger.jpg,1,0,0,5
https://twitter.com/q_shockwave/status/1711431220934987829#m,"No, it's clearly on you, as your comment is extremely bias.   For you claim they have to protect their families, yet don't care about Palestine and Theo families. Now i have family, i also know when you're being oppressed on a daily basis people won't tolerate it for long","Oct 9, 2023 · 5:19 PM UTC",False,,{},[],[],[],ShockwaveQ,@q_shockwave,1440065321092616195,https://pbs.twimg.com/profile_images/1440065321092616195/7b3xZFka_bigger.jpg,1,0,0,0
https://twitter.com/stuartlosaltos/status/1711429722830496214#m,"I think you're really stretching. The idea that the term ""occupied territories,"" which Palestine solidarity activists have been using for my entire lifetime is now a bad word indicative of people wanting Palestinians to remain stateless people is silly.","Oct 9, 2023 · 5:13 PM UTC",False,,{},[],[],[],"Stuart Parker, blancmange impersonator & cannibal",@stuartlosaltos,1165400813436469248,https://pbs.twimg.com/profile_images/1165400813436469248/XC44xxHE_bigger.jpg,1,0,0,0
https://twitter.com/wissam80023343/status/1711429324078014889#m,Just for your information Christian’s we’re the majority of Palestine land till these Zionist came and finished them to maybe 5% now💯💯,"Oct 9, 2023 · 5:12 PM UTC",False,,{},[],[],[],Wissam A Khechen,@wissam80023343,1669488587442913280,https://pbs.twimg.com/profile_images/1669488587442913280/02BH9FFQ_bigger.jpg,1,0,0,3
https://twitter.com/DomenicMarzilli/status/1711429055235477901#m,"Israeli women and children as a form of resistance. These are war crimes, and Hamas stated goal is the death of all Jewish people in Israel.  There is no justification for Israel's government caging Gaza and occupying Palestine for decades and creating the conditions that led to","Oct 9, 2023 · 5:10 PM UTC",False,,{},[],[],[],Padom Padom,@DomenicMarzilli,1675307083904827398,https://pbs.twimg.com/profile_images/1675307083904827398/WjpXAdVh_bigger.jpg,1,0,0,3
https://twitter.com/Arthur59611540/status/1711428891494027685#m,No! This is right extremism that starts wars! Trump is complicit in the Hamas - Palestine attack on Israel!,"Oct 9, 2023 · 5:10 PM UTC",False,,{},[],[],[],#TheSpiderHunter - Black History Is Important!,@Arthur59611540,981969292089536513,https://pbs.twimg.com/profile_images/981969292089536513/ewOkSoTb_bigger.jpg,0,0,0,1
https://twitter.com/md_wallach/status/1711428364353839431#m,"There are three options I see. Status quo, terror and human rights catastrophes. Build up Gaza and create a free Palestine which isn’t an oppressive prison, or one side kills all the other (and it’s not likely to be the Palestinians left standing) .  Only one option isn’t evil","Oct 9, 2023 · 5:08 PM UTC",False,,{},[],[],[],"Tom Wallach, MD",@md_wallach,1654268025409773568,https://pbs.twimg.com/profile_images/1654268025409773568/HaHGiX6u_bigger.jpg,1,0,0,0
https://twitter.com/ArmandDoma/status/1711428222984884344#m,I am not claiming everyone in occupied palestine is a polish tourist. That would be an insane thing to claim. I am saying that the people the Polish government is evacuating are Polish tourists to Israel. That’s it.,"Oct 9, 2023 · 5:07 PM UTC",False,,{},[],[],[],Armand Domalewski,@ArmandDoma,1710029902806974464,https://pbs.twimg.com/profile_images/1710029902806974464/VYRooT0a_bigger.jpg,0,0,0,56
https://twitter.com/stuartlosaltos/status/1711428181474017347#m,Fatah negotiated for a two-state solution for more than twenty years. It's the post-Sharon policy change that extended settlements into so much of the West Bank that there is basically no way to carve a Palestine out of the West Bank anymore.,"Oct 9, 2023 · 5:07 PM UTC",False,,{},[],[],[],"Stuart Parker, blancmange impersonator & cannibal",@stuartlosaltos,1165400813436469248,https://pbs.twimg.com/profile_images/1165400813436469248/XC44xxHE_bigger.jpg,2,0,0,0
https://twitter.com/mmcbain55/status/1711426389025710391#m,What that Palestine would rather kill them then look at them?,"Oct 9, 2023 · 5:00 PM UTC",False,,{},[],[],[],Michelle Mcbain,@mmcbain55,1596559652233179136,https://pbs.twimg.com/profile_images/1596559652233179136/vp_lrHND_bigger.jpg,0,0,0,0
